,param_logreg__C,param_logreg__class_weight,param_logreg__max_iter,param_logreg__penalty,param_logreg__solver,param_logreg__tol,mean_test_score,std_test_score,name
6142,0.01,"{0: 1, 1: 3, 2: 1}",100,,sag,0.01,0.7214646464646465,0.004482076232899868,no_smote_logreg
6143,0.01,"{0: 1, 1: 3, 2: 1}",100,,sag,0.1,0.718476430976431,0.0027117901868556364,no_smote_logreg
6144,0.01,"{0: 1, 1: 3, 2: 1}",100,,sag,1,0.6990109427609428,0.003437678902825673,no_smote_logreg
6145,0.01,"{0: 1, 1: 3, 2: 1}",100,,saga,0.0001,0.7228956228956229,0.0038103755808795055,no_smote_logreg
6146,0.01,"{0: 1, 1: 3, 2: 1}",100,,saga,0.001,0.7228114478114478,0.0038491122441662337,no_smote_logreg
6147,0.01,"{0: 1, 1: 3, 2: 1}",100,,saga,0.01,0.7222222222222222,0.0038984970292624188,no_smote_logreg
6148,0.01,"{0: 1, 1: 3, 2: 1}",100,,saga,0.1,0.7166666666666666,0.002021078653795082,no_smote_logreg
6149,0.01,"{0: 1, 1: 3, 2: 1}",100,,saga,1,0.704692760942761,0.002373005952695388,no_smote_logreg
6150,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,liblinear,0.0001,0.7329335016835017,0.0031385569339229254,no_smote_logreg
6151,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,liblinear,0.001,0.7328914141414141,0.0031181728016820664,no_smote_logreg
6152,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,liblinear,0.01,0.7327020202020201,0.0030622844719833788,no_smote_logreg
6153,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,liblinear,0.1,0.7321759259259258,0.002844102831315938,no_smote_logreg
6154,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,liblinear,1,0.7178872053872054,0.002624488144800289,no_smote_logreg
6155,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,lbfgs,0.0001,0.724263468013468,0.004624174165553665,no_smote_logreg
6156,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,lbfgs,0.001,0.724263468013468,0.004624174165553665,no_smote_logreg
6157,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,lbfgs,0.01,0.724263468013468,0.004624174165553665,no_smote_logreg
6158,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,lbfgs,0.1,0.724263468013468,0.004624174165553665,no_smote_logreg
6159,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,lbfgs,1,0.7243055555555555,0.004622162634609989,no_smote_logreg
6165,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,newton-cholesky,0.0001,0.7248526936026936,0.0030992266940994234,no_smote_logreg
6166,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,newton-cholesky,0.001,0.7248947811447811,0.0031974069431117227,no_smote_logreg
6167,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,newton-cholesky,0.01,0.7253156565656566,0.0030016709910588354,no_smote_logreg
6168,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,newton-cholesky,0.1,0.7258838383838384,0.0029703787859585535,no_smote_logreg
6169,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,newton-cholesky,1,0.729692760942761,0.0018297192861350066,no_smote_logreg
6170,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,sag,0.0001,0.7238846801346801,0.004219472883057042,no_smote_logreg
6171,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,sag,0.001,0.7238425925925925,0.004179506964182351,no_smote_logreg
6172,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,sag,0.01,0.7218644781144781,0.0032855250944905426,no_smote_logreg
6173,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,sag,0.1,0.7191077441077441,0.0027353664662073903,no_smote_logreg
6174,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,sag,1,0.6993055555555556,0.0030866269953888957,no_smote_logreg
6175,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,saga,0.0001,0.7238215488215488,0.0041973751899206935,no_smote_logreg
6176,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,saga,0.001,0.7235690235690235,0.003745200081978114,no_smote_logreg
6177,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,saga,0.01,0.72131734006734,0.0030222547911273267,no_smote_logreg
6178,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,saga,0.1,0.7160353535353534,0.0018908972949692661,no_smote_logreg
6179,0.01,"{0: 1, 1: 3, 2: 1}",100,l2,saga,1,0.703303872053872,0.003336217632848901,no_smote_logreg
6180,0.01,"{0: 1, 1: 3, 2: 1}",100,l1,liblinear,0.0001,0.721780303030303,0.00181928238607329,no_smote_logreg
6181,0.01,"{0: 1, 1: 3, 2: 1}",100,l1,liblinear,0.001,0.7218013468013468,0.0018810353518591246,no_smote_logreg
6182,0.01,"{0: 1, 1: 3, 2: 1}",100,l1,liblinear,0.01,0.7219276094276095,0.0017935417300220687,no_smote_logreg
6183,0.01,"{0: 1, 1: 3, 2: 1}",100,l1,liblinear,0.1,0.7202651515151516,0.001282807294118528,no_smote_logreg
6184,0.01,"{0: 1, 1: 3, 2: 1}",100,l1,liblinear,1,0.7183080808080808,0.004154959235078935,no_smote_logreg
6205,0.01,"{0: 1, 1: 3, 2: 1}",100,l1,saga,0.0001,0.7140782828282827,0.0019270855595021757,no_smote_logreg
6206,0.01,"{0: 1, 1: 3, 2: 1}",100,l1,saga,0.001,0.7140993265993265,0.001908381152988968,no_smote_logreg
6207,0.01,"{0: 1, 1: 3, 2: 1}",100,l1,saga,0.01,0.7124158249158249,0.0012738001641768842,no_smote_logreg
6208,0.01,"{0: 1, 1: 3, 2: 1}",100,l1,saga,0.1,0.7104587542087544,0.0015034150757148113,no_smote_logreg
6209,0.01,"{0: 1, 1: 3, 2: 1}",100,l1,saga,1,0.7049242424242425,0.0012478086767991187,no_smote_logreg
6245,0.01,"{0: 1, 1: 3, 2: 1}",1000,,lbfgs,0.0001,0.7227272727272728,0.004645576300918819,no_smote_logreg
6246,0.01,"{0: 1, 1: 3, 2: 1}",1000,,lbfgs,0.001,0.7227272727272728,0.004645576300918819,no_smote_logreg
6247,0.01,"{0: 1, 1: 3, 2: 1}",1000,,lbfgs,0.01,0.7227272727272728,0.004645576300918819,no_smote_logreg
6248,0.01,"{0: 1, 1: 3, 2: 1}",1000,,lbfgs,0.1,0.7227272727272728,0.004645576300918819,no_smote_logreg
6249,0.01,"{0: 1, 1: 3, 2: 1}",1000,,lbfgs,1,0.7228114478114478,0.004918393458614548,no_smote_logreg
6260,0.01,"{0: 1, 1: 3, 2: 1}",1000,,sag,0.0001,0.7229377104377104,0.005356208171694614,no_smote_logreg
6261,0.01,"{0: 1, 1: 3, 2: 1}",1000,,sag,0.001,0.7227272727272727,0.005525102100636715,no_smote_logreg
6262,0.01,"{0: 1, 1: 3, 2: 1}",1000,,sag,0.01,0.7218434343434343,0.0042001174008054094,no_smote_logreg
6263,0.01,"{0: 1, 1: 3, 2: 1}",1000,,sag,0.1,0.7179292929292929,0.003492505292209546,no_smote_logreg
6264,0.01,"{0: 1, 1: 3, 2: 1}",1000,,sag,1,0.701473063973064,0.0024052579229342915,no_smote_logreg
6265,0.01,"{0: 1, 1: 3, 2: 1}",1000,,saga,0.0001,0.7229587542087541,0.005378731893503119,no_smote_logreg
6266,0.01,"{0: 1, 1: 3, 2: 1}",1000,,saga,0.001,0.7225799663299662,0.0057282366265484904,no_smote_logreg
6267,0.01,"{0: 1, 1: 3, 2: 1}",1000,,saga,0.01,0.7225589225589226,0.0037769905236722345,no_smote_logreg
6268,0.01,"{0: 1, 1: 3, 2: 1}",1000,,saga,0.1,0.7164772727272727,0.0026515151515151387,no_smote_logreg
6269,0.01,"{0: 1, 1: 3, 2: 1}",1000,,saga,1,0.7035774410774411,0.0026638455216240293,no_smote_logreg
6270,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,liblinear,0.0001,0.7329335016835017,0.0031385569339229254,no_smote_logreg
6271,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,liblinear,0.001,0.7328914141414141,0.0031181728016820664,no_smote_logreg
6272,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,liblinear,0.01,0.7327020202020201,0.0030622844719833788,no_smote_logreg
6273,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,liblinear,0.1,0.7321759259259258,0.002844102831315938,no_smote_logreg
6274,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,liblinear,1,0.7178872053872054,0.002624488144800289,no_smote_logreg
6275,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,lbfgs,0.0001,0.7243476430976431,0.0046683982811597325,no_smote_logreg
6276,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,lbfgs,0.001,0.7243476430976431,0.0046683982811597325,no_smote_logreg
6277,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,lbfgs,0.01,0.7243476430976431,0.0046683982811597325,no_smote_logreg
6278,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,lbfgs,0.1,0.7243476430976431,0.0046683982811597325,no_smote_logreg
6279,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,lbfgs,1,0.7243055555555555,0.004622162634609989,no_smote_logreg
6285,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,newton-cholesky,0.0001,0.7248526936026936,0.0030992266940994234,no_smote_logreg
6286,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,newton-cholesky,0.001,0.7248947811447811,0.0031974069431117227,no_smote_logreg
6287,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,newton-cholesky,0.01,0.7253156565656566,0.0030016709910588354,no_smote_logreg
6288,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,newton-cholesky,0.1,0.7258838383838384,0.0029703787859585535,no_smote_logreg
6289,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,newton-cholesky,1,0.729692760942761,0.0018297192861350066,no_smote_logreg
6290,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,sag,0.0001,0.7238846801346801,0.004219472883057042,no_smote_logreg
6291,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,sag,0.001,0.7238425925925925,0.0041154428806578726,no_smote_logreg
6292,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,sag,0.01,0.7220328282828283,0.003368581280094907,no_smote_logreg
6293,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,sag,0.1,0.7183291245791246,0.0021439874792845122,no_smote_logreg
6294,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,sag,1,0.7045244107744109,0.002287294318875393,no_smote_logreg
6295,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,saga,0.0001,0.7238425925925925,0.004171552758708364,no_smote_logreg
6296,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,saga,0.001,0.7236321548821548,0.0038214004925306937,no_smote_logreg
6297,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,saga,0.01,0.7212121212121212,0.002854981358444107,no_smote_logreg
6298,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,saga,0.1,0.7158670033670033,0.0029102858232273455,no_smote_logreg
6299,0.01,"{0: 1, 1: 3, 2: 1}",1000,l2,saga,1,0.7025252525252526,0.002595644875610829,no_smote_logreg
6300,0.01,"{0: 1, 1: 3, 2: 1}",1000,l1,liblinear,0.0001,0.721780303030303,0.0018082955436818627,no_smote_logreg
6301,0.01,"{0: 1, 1: 3, 2: 1}",1000,l1,liblinear,0.001,0.7218223905723906,0.0017447304148294587,no_smote_logreg
6302,0.01,"{0: 1, 1: 3, 2: 1}",1000,l1,liblinear,0.01,0.7215277777777778,0.0017962556677502514,no_smote_logreg
6303,0.01,"{0: 1, 1: 3, 2: 1}",1000,l1,liblinear,0.1,0.719675925925926,0.0022104976515166263,no_smote_logreg
6304,0.01,"{0: 1, 1: 3, 2: 1}",1000,l1,liblinear,1,0.7166456228956228,0.0010750875231013946,no_smote_logreg
6325,0.01,"{0: 1, 1: 3, 2: 1}",1000,l1,saga,0.0001,0.7144570707070705,0.001783638055590652,no_smote_logreg
6326,0.01,"{0: 1, 1: 3, 2: 1}",1000,l1,saga,0.001,0.7144781144781144,0.0018651952698788045,no_smote_logreg
6327,0.01,"{0: 1, 1: 3, 2: 1}",1000,l1,saga,0.01,0.7124158249158249,0.0014340677640909676,no_smote_logreg
6328,0.01,"{0: 1, 1: 3, 2: 1}",1000,l1,saga,0.1,0.7109427609427609,0.001225968995255044,no_smote_logreg
6329,0.01,"{0: 1, 1: 3, 2: 1}",1000,l1,saga,1,0.7043981481481482,0.0023287383516936186,no_smote_logreg
6365,0.01,"{0: 1, 1: 3, 2: 1}",10000,,lbfgs,0.0001,0.7228745791245792,0.004785503449052327,no_smote_logreg
6366,0.01,"{0: 1, 1: 3, 2: 1}",10000,,lbfgs,0.001,0.7228745791245792,0.004785503449052327,no_smote_logreg
6367,0.01,"{0: 1, 1: 3, 2: 1}",10000,,lbfgs,0.01,0.7228745791245792,0.004785503449052327,no_smote_logreg
6368,0.01,"{0: 1, 1: 3, 2: 1}",10000,,lbfgs,0.1,0.7228745791245792,0.004785503449052327,no_smote_logreg
6369,0.01,"{0: 1, 1: 3, 2: 1}",10000,,lbfgs,1,0.7228114478114478,0.004918393458614548,no_smote_logreg
6380,0.01,"{0: 1, 1: 3, 2: 1}",10000,,sag,0.0001,0.7229797979797981,0.004865345350788982,no_smote_logreg
6381,0.01,"{0: 1, 1: 3, 2: 1}",10000,,sag,0.001,0.7227062289562289,0.0055383911203502785,no_smote_logreg
6382,0.01,"{0: 1, 1: 3, 2: 1}",10000,,sag,0.01,0.7214646464646465,0.00422524127640368,no_smote_logreg
6383,0.01,"{0: 1, 1: 3, 2: 1}",10000,,sag,0.1,0.7176978114478114,0.0028869108820947027,no_smote_logreg
6384,0.01,"{0: 1, 1: 3, 2: 1}",10000,,sag,1,0.6999368686868687,0.005030913882337057,no_smote_logreg
6385,0.01,"{0: 1, 1: 3, 2: 1}",10000,,saga,0.0001,0.7230218855218855,0.005051644792834348,no_smote_logreg
6386,0.01,"{0: 1, 1: 3, 2: 1}",10000,,saga,0.001,0.7226010101010101,0.005662534303928456,no_smote_logreg
6387,0.01,"{0: 1, 1: 3, 2: 1}",10000,,saga,0.01,0.7222643097643098,0.003759480151109567,no_smote_logreg
6388,0.01,"{0: 1, 1: 3, 2: 1}",10000,,saga,0.1,0.7165193602693603,0.0025999066012593348,no_smote_logreg
6389,0.01,"{0: 1, 1: 3, 2: 1}",10000,,saga,1,0.7051767676767676,0.0025366256237886018,no_smote_logreg
6390,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,liblinear,0.0001,0.7329335016835017,0.0031385569339229254,no_smote_logreg
6391,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,liblinear,0.001,0.7328914141414141,0.0031181728016820664,no_smote_logreg
6392,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,liblinear,0.01,0.7327020202020201,0.0030622844719833788,no_smote_logreg
6393,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,liblinear,0.1,0.7321759259259258,0.002844102831315938,no_smote_logreg
6394,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,liblinear,1,0.7178872053872054,0.002624488144800289,no_smote_logreg
6395,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,lbfgs,0.0001,0.7243476430976431,0.0046683982811597325,no_smote_logreg
6396,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,lbfgs,0.001,0.7243476430976431,0.0046683982811597325,no_smote_logreg
6397,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,lbfgs,0.01,0.7243476430976431,0.0046683982811597325,no_smote_logreg
6398,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,lbfgs,0.1,0.7243476430976431,0.0046683982811597325,no_smote_logreg
6399,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,lbfgs,1,0.7243055555555555,0.004622162634609989,no_smote_logreg
6405,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,newton-cholesky,0.0001,0.7248526936026936,0.0030992266940994234,no_smote_logreg
6406,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,newton-cholesky,0.001,0.7248947811447811,0.0031974069431117227,no_smote_logreg
6407,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,newton-cholesky,0.01,0.7253156565656566,0.0030016709910588354,no_smote_logreg
6408,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,newton-cholesky,0.1,0.7258838383838384,0.0029703787859585535,no_smote_logreg
6409,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,newton-cholesky,1,0.729692760942761,0.0018297192861350066,no_smote_logreg
6410,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,sag,0.0001,0.7238846801346801,0.004219472883057042,no_smote_logreg
6411,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,sag,0.001,0.7238215488215488,0.0041293005341451194,no_smote_logreg
6412,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,sag,0.01,0.7218013468013468,0.003257369119678355,no_smote_logreg
6413,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,sag,0.1,0.7189604377104377,0.003276346878119299,no_smote_logreg
6414,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,sag,1,0.7022306397306397,0.004395579856830289,no_smote_logreg
6415,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,saga,0.0001,0.7238425925925925,0.004171552758708364,no_smote_logreg
6416,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,saga,0.001,0.7236321548821548,0.0037700666122152645,no_smote_logreg
6417,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,saga,0.01,0.7214225589225589,0.0030251839009359065,no_smote_logreg
6418,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,saga,0.1,0.7149410774410774,0.002383990857133737,no_smote_logreg
6419,0.01,"{0: 1, 1: 3, 2: 1}",10000,l2,saga,1,0.7027988215488216,0.002659020162708665,no_smote_logreg
6420,0.01,"{0: 1, 1: 3, 2: 1}",10000,l1,liblinear,0.0001,0.7217382154882155,0.001804863774612059,no_smote_logreg
6421,0.01,"{0: 1, 1: 3, 2: 1}",10000,l1,liblinear,0.001,0.7216961279461279,0.0018644828647589697,no_smote_logreg
6422,0.01,"{0: 1, 1: 3, 2: 1}",10000,l1,liblinear,0.01,0.7215909090909091,0.0022713629150802554,no_smote_logreg
6423,0.01,"{0: 1, 1: 3, 2: 1}",10000,l1,liblinear,0.1,0.7195496632996633,0.002734556874788761,no_smote_logreg
6424,0.01,"{0: 1, 1: 3, 2: 1}",10000,l1,liblinear,1,0.71506734006734,0.0017454916964080587,no_smote_logreg
6445,0.01,"{0: 1, 1: 3, 2: 1}",10000,l1,saga,0.0001,0.7144570707070705,0.001783638055590652,no_smote_logreg
6446,0.01,"{0: 1, 1: 3, 2: 1}",10000,l1,saga,0.001,0.7145412457912457,0.001909077176774691,no_smote_logreg
6447,0.01,"{0: 1, 1: 3, 2: 1}",10000,l1,saga,0.01,0.7121632996632996,0.001509588083708835,no_smote_logreg
6448,0.01,"{0: 1, 1: 3, 2: 1}",10000,l1,saga,0.1,0.7107323232323234,0.0017523283477749085,no_smote_logreg
6449,0.01,"{0: 1, 1: 3, 2: 1}",10000,l1,saga,1,0.7045664983164983,0.0026911354967729477,no_smote_logreg
6485,0.01,"{0: 1, 1: 4, 2: 1}",100,,lbfgs,0.0001,0.7024200336700337,0.0035943598741211306,no_smote_logreg
6486,0.01,"{0: 1, 1: 4, 2: 1}",100,,lbfgs,0.001,0.7024200336700337,0.0035943598741211306,no_smote_logreg
6487,0.01,"{0: 1, 1: 4, 2: 1}",100,,lbfgs,0.01,0.7024200336700337,0.0035943598741211306,no_smote_logreg
6488,0.01,"{0: 1, 1: 4, 2: 1}",100,,lbfgs,0.1,0.7024200336700337,0.0035943598741211306,no_smote_logreg
6489,0.01,"{0: 1, 1: 4, 2: 1}",100,,lbfgs,1,0.7024200336700337,0.0035943598741211306,no_smote_logreg
6500,0.01,"{0: 1, 1: 4, 2: 1}",100,,sag,0.0001,0.7051136363636363,0.004717091657035036,no_smote_logreg
6501,0.01,"{0: 1, 1: 4, 2: 1}",100,,sag,0.001,0.7051978114478115,0.00470807055632336,no_smote_logreg
6502,0.01,"{0: 1, 1: 4, 2: 1}",100,,sag,0.01,0.7052188552188552,0.004825681299284859,no_smote_logreg
6503,0.01,"{0: 1, 1: 4, 2: 1}",100,,sag,0.1,0.7007365319865321,0.004036566113509276,no_smote_logreg
6504,0.01,"{0: 1, 1: 4, 2: 1}",100,,sag,1,0.6749999999999999,0.005179247852402079,no_smote_logreg
6505,0.01,"{0: 1, 1: 4, 2: 1}",100,,saga,0.0001,0.7047348484848485,0.0042695524471080834,no_smote_logreg
6506,0.01,"{0: 1, 1: 4, 2: 1}",100,,saga,0.001,0.7047348484848485,0.004375080469668703,no_smote_logreg
6507,0.01,"{0: 1, 1: 4, 2: 1}",100,,saga,0.01,0.7042718855218855,0.004342161742939031,no_smote_logreg
6508,0.01,"{0: 1, 1: 4, 2: 1}",100,,saga,0.1,0.7014941077441077,0.003741414421694733,no_smote_logreg
6509,0.01,"{0: 1, 1: 4, 2: 1}",100,,saga,1,0.6878787878787879,0.0029742524821640788,no_smote_logreg
6510,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,liblinear,0.0001,0.7295244107744108,0.0030266473928220418,no_smote_logreg
6511,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,liblinear,0.001,0.7294823232323232,0.0030437179683105086,no_smote_logreg
6512,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,liblinear,0.01,0.7292718855218855,0.00306618648544678,no_smote_logreg
6513,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,liblinear,0.1,0.7291877104377105,0.0022707779394303615,no_smote_logreg
6514,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,liblinear,1,0.7216119528619529,0.0020067859093236134,no_smote_logreg
6515,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,lbfgs,0.0001,0.7077861952861954,0.0037828483244619114,no_smote_logreg
6516,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,lbfgs,0.001,0.7077861952861954,0.0037828483244619114,no_smote_logreg
6517,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,lbfgs,0.01,0.7077861952861954,0.0037828483244619114,no_smote_logreg
6518,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,lbfgs,0.1,0.7077861952861954,0.0037828483244619114,no_smote_logreg
6519,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,lbfgs,1,0.7077861952861954,0.0037828483244619114,no_smote_logreg
6525,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,newton-cholesky,0.0001,0.708733164983165,0.004019525531180385,no_smote_logreg
6526,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,newton-cholesky,0.001,0.7088173400673401,0.003961933526029691,no_smote_logreg
6527,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,newton-cholesky,0.01,0.7088594276094276,0.0039799996886676625,no_smote_logreg
6528,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,newton-cholesky,0.1,0.7091540404040405,0.003605431202872395,no_smote_logreg
6529,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,newton-cholesky,1,0.713594276094276,0.0028784617433943796,no_smote_logreg
6530,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,sag,0.0001,0.7077020202020202,0.004021508143296707,no_smote_logreg
6531,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,sag,0.001,0.7078282828282829,0.004184695546037198,no_smote_logreg
6532,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,sag,0.01,0.7049873737373737,0.0034574602024106302,no_smote_logreg
6533,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,sag,0.1,0.7021464646464646,0.0033521082568542197,no_smote_logreg
6534,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,sag,1,0.6837121212121212,0.01432971104341157,no_smote_logreg
6535,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,saga,0.0001,0.7077441077441078,0.004022388990562402,no_smote_logreg
6536,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,saga,0.001,0.7073442760942761,0.004264467111988541,no_smote_logreg
6537,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,saga,0.01,0.7049452861952862,0.004112644211255224,no_smote_logreg
6538,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,saga,0.1,0.6999368686868686,0.0026513481321989614,no_smote_logreg
6539,0.01,"{0: 1, 1: 4, 2: 1}",100,l2,saga,1,0.6849537037037037,0.0048571467065027405,no_smote_logreg
6540,0.01,"{0: 1, 1: 4, 2: 1}",100,l1,liblinear,0.0001,0.7169191919191918,0.0024036003308459553,no_smote_logreg
6541,0.01,"{0: 1, 1: 4, 2: 1}",100,l1,liblinear,0.001,0.7169612794612794,0.002354646587659843,no_smote_logreg
6542,0.01,"{0: 1, 1: 4, 2: 1}",100,l1,liblinear,0.01,0.7169402356902357,0.002306573944426744,no_smote_logreg
6543,0.01,"{0: 1, 1: 4, 2: 1}",100,l1,liblinear,0.1,0.7154040404040403,0.0022492237737183987,no_smote_logreg
6544,0.01,"{0: 1, 1: 4, 2: 1}",100,l1,liblinear,1,0.7141835016835016,0.0017689289296016536,no_smote_logreg
6565,0.01,"{0: 1, 1: 4, 2: 1}",100,l1,saga,0.0001,0.6990319865319865,0.003938391085048111,no_smote_logreg
6566,0.01,"{0: 1, 1: 4, 2: 1}",100,l1,saga,0.001,0.6990319865319865,0.003901108783532749,no_smote_logreg
6567,0.01,"{0: 1, 1: 4, 2: 1}",100,l1,saga,0.01,0.6983796296296296,0.0033641086041064816,no_smote_logreg
6568,0.01,"{0: 1, 1: 4, 2: 1}",100,l1,saga,0.1,0.6970749158249158,0.003085622537587374,no_smote_logreg
6569,0.01,"{0: 1, 1: 4, 2: 1}",100,l1,saga,1,0.6892887205387205,0.005186339731098319,no_smote_logreg
6605,0.01,"{0: 1, 1: 4, 2: 1}",1000,,lbfgs,0.0001,0.7021043771043771,0.003892471967194532,no_smote_logreg
6606,0.01,"{0: 1, 1: 4, 2: 1}",1000,,lbfgs,0.001,0.7021043771043771,0.003892471967194532,no_smote_logreg
6607,0.01,"{0: 1, 1: 4, 2: 1}",1000,,lbfgs,0.01,0.7021043771043771,0.003892471967194532,no_smote_logreg
6608,0.01,"{0: 1, 1: 4, 2: 1}",1000,,lbfgs,0.1,0.7021043771043771,0.003892471967194532,no_smote_logreg
6609,0.01,"{0: 1, 1: 4, 2: 1}",1000,,lbfgs,1,0.7020202020202021,0.0037485093985255642,no_smote_logreg
6620,0.01,"{0: 1, 1: 4, 2: 1}",1000,,sag,0.0001,0.7025252525252526,0.0037851889064978,no_smote_logreg
6621,0.01,"{0: 1, 1: 4, 2: 1}",1000,,sag,0.001,0.7034301346801347,0.0034601488904153366,no_smote_logreg
6622,0.01,"{0: 1, 1: 4, 2: 1}",1000,,sag,0.01,0.7054082491582492,0.004398802570808989,no_smote_logreg
6623,0.01,"{0: 1, 1: 4, 2: 1}",1000,,sag,0.1,0.7012205387205388,0.006446954255510632,no_smote_logreg
6624,0.01,"{0: 1, 1: 4, 2: 1}",1000,,sag,1,0.6802819865319865,0.006630157252603758,no_smote_logreg
6625,0.01,"{0: 1, 1: 4, 2: 1}",1000,,saga,0.0001,0.7031355218855219,0.0034875566909703167,no_smote_logreg
6626,0.01,"{0: 1, 1: 4, 2: 1}",1000,,saga,0.001,0.704313973063973,0.0040090455022187025,no_smote_logreg
6627,0.01,"{0: 1, 1: 4, 2: 1}",1000,,saga,0.01,0.7042508417508417,0.0042068598430320455,no_smote_logreg
